canonical_smiles,molecule_chembl_id,pIC50,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
Cc1nnc(COc2ccc3c(C)c(C)c(=O)oc3c2)o1,CHEMBL18832,7.823908740944319,=,=,IC50,nM,15.0,IC50,nM,15.0
O=C1c2c(O)cccc2C(Br)c2cccc(O)c21,CHEMBL127993,5.301029995663981,>,>,IC50,nM,5000.0,IC50,uM,5.0
CC(=O)OC(C)n1cnc2c(S)nc(F)nc21,CHEMBL153998,3.3010299956639813,>,>,IC50,nM,500000.0,IC50,uM,500.0
CC(=O)OCCOn1cnc2c(Cl)nc(I)nc21,CHEMBL351327,4.958607314841775,=,=,IC50,nM,11000.0,IC50,uM,11.0
CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O,CHEMBL7519,4.73754891026957,=,=,IC50,nM,18300.0,IC50,uM,18.3
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2cccc(C(F)(F)F)c2)nc2ccc(OC)cc12,CHEMBL89148,5.00436480540245,=,=,IC50,nM,9900.0,IC50,uM,9.9
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,CHEMBL275009,6.585026652029182,=,=,IC50,nM,260.0,IC50,uM,0.26
CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O,CHEMBL440946,5.142667503568732,=,=,IC50,nM,7200.0,I50,M,0.0000072
CCOC(=O)c1nc2c(O)nc3cc(C(F)(F)F)c(-n4ccc(C=O)c4)cc3n2n1,CHEMBL93076,5.107905397309519,=,=,IC50,nM,7800.0,IC50,uM,7.8
CC(C)[C@@H]1NC(=O)c2cccc(c2)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O,CHEMBL65617,7.698970004336019,=,=,IC50,nM,20.0,IC50,uM,0.02
O=C(N1CCC(Cc2ccccc2)CC1)C1(O)CC1,CHEMBL313453,3.585026652029182,=,=,IC50,nM,260000.0,IC50,uM,260.0
CCCCc1n[nH]c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL283975,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
O=C(O)CNS(=O)(=O)c1ccc(Cl)cc1,CHEMBL288405,3.886056647693163,=,=,IC50,nM,130000.0,IC50,uM,130.0
C=C[C@H]1C[N@+]2(Cc3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12.[Br-],CHEMBL27076,6.275724130399211,=,=,IC50,nM,530.0,IC50,nM,530.0
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228,5.823908740944319,=,=,IC50,nM,1500.0,IC50,nM,1500.0
O=C(O)CCC(=O)NCCCC[C@@H](C(=O)NCCCOCCOCCOCCCNC(=O)[C@H](CCCCNC(=O)CCC(=O)O)N(Cc1ccc(OCc2ccccc2)cc1)Cc1ccc(OCc2ccccc2)cc1)N(Cc1ccc(OCc2ccccc2)cc1)Cc1ccc(OCc2ccccc2)cc1,CHEMBL415681,5.154901959985743,=,=,IC50,nM,7000.0,IC50,uM,7.0
O=C(O)C(=O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,CHEMBL294167,8.301029995663981,=,=,IC50,nM,5.0,IC50,nM l-1,5.0
COc1cc(C(=O)O)c(C=O)c2c1CC1(CCCCC1)O2,CHEMBL327893,3.795880017344075,=,=,IC50,nM,160000.0,IC50,mM,0.16
CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C1=CCCNC1)C(C)C)C(=O)NCc1ccccc1,CHEMBL39383,4.698970004336019,>,>,IC50,nM,20000.0,IC50,uM,20.0
OC[C@H]1O[C@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@@H](O)[C@H]1O,CHEMBL2093921,6.154901959985743,=,=,IC50,nM,700.0,IC50,uM,0.7
Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,CHEMBL556314,7.795880017344075,=,=,IC50,nM,16.0,IC50,nM,16.0
CN(C)CCc1c[nH]c2ccc(Cc3ncnn3C)cc12,CHEMBL52264,5.0,=,=,IC50,nM,10000.0,pIC50,,5.0
CN(C)CCCNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C2O)NC(=O)C(N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c1cc(O)c(CNC1C3CC4CC(C3)CC1C4)c2O,CHEMBL3084809,3.3010299956639813,>,>,IC50,nM,500000.0,IC50,uM,500.0
CCCC1N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C(=O)c2ccccc2N1CC,CHEMBL417258,5.1249387366083,=,=,IC50,nM,7500.0,IC50,uM,7.5
O=C1CCC2(CCCc3ccccc32)C(=O)N1,CHEMBL79353,4.0,>,>,IC50,nM,100000.0,IC50,M,0.0001
N=C(N)c1cccc(NC(=O)Nc2cccc(S(=O)(=O)NCc3c(F)ccc(F)c3F)c2)c1,CHEMBL178028,6.6020599913279625,=,=,IC50,nM,250.0,IC50,nM,250.0
CCCCc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(NC)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(cc(O)c(CN5CCN(Cc6ccc(-c7ccccc7)cc6)CC5)c4O)[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1,CHEMBL415132,4.6020599913279625,=,=,IC50,nM,25000.0,IC50,uM,25.0
C[S+]([O-])CCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,CHEMBL553217,8.075720713938118,=,=,IC50,nM,8.4,I50,M,8.4E-9
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3[N+](=O)[O-])CC1)C2,CHEMBL145361,6.795880017344075,=,=,IC50,nM,160.0,IC50,nM,160.0
CCCC[C@@H](C)C[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C[C@H](C)CCCC)NC(=O)[C@@H](CCC#N)NC(=O)[C@H](C)N(C)C1=O,CHEMBL2448563,7.481486060122112,=,=,IC50,nM,33.0,IC50,nM,33.0
CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1OCP(=O)(O)CC(C)C(=O)O,CHEMBL1159998,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1C(F)(F)F,CHEMBL171039,5.229147988357856,=,=,IC50,nM,5900.0,IC50,uM,5.9
CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,CHEMBL356471,7.086186147616283,=,=,IC50,nM,82.0,IC50,nM,82.0
CCCCCOc1nc(N)nc2ncc(/C(Br)=C(\Br)c3ccccc3)nc12,CHEMBL98437,4.886056647693163,=,=,IC50,nM,13000.0,IC50,uM,13.0
CC(C(=O)N(O)CCc1ccccc1)c1cccc(OCc2ccccc2)c1,CHEMBL415963,6.522878745280337,=,=,IC50,nM,300.0,IC50,uM,0.3
COc1ccc(-c2nc(SCCCCCN(CCc3ccccn3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,CHEMBL48383,6.522878745280337,=,=,IC50,nM,300.0,IC50,uM,0.3
Nc1ccccc1S(=O)(=O)N(CC(=O)O)c1ccccc1,CHEMBL38344,4.173925197299174,=,=,IC50,nM,67000.0,IC50,uM,67.0
CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,CHEMBL124514,6.757011587805205,=,=,IC50,nM,174.98,pIC50,,6.757
Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccccc2)CC1,CHEMBL1203083,10.301029995663981,=,=,IC50,nM,0.05,IC50,nM,0.05
Oc1ccc2c(c1)S[C@H](C1CCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,CHEMBL85090,8.585026652029182,=,=,IC50,nM,2.6,IC50,nM,2.6
O=C1CCC(c2c(-c3ccc(F)cc3F)nc3ccccn23)=NN1c1c(Cl)cccc1Cl,CHEMBL334215,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0
Cc1ncc(CC(N)C(=O)O)n1O,CHEMBL104065,3.0,>,>,IC50,nM,1000000.0,IC50,uM,1000.0
CN1CCN(C2CC(c3ccc(Cl)c(Cl)c3)c3ccccc32)CC1,CHEMBL54177,7.958607314841775,=,=,IC50,nM,11.0,IC50,nM,11.0
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1,CHEMBL69566,7.468521082957745,=,=,IC50,nM,34.0,IC50,uM,0.034
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL70,7.568636235841013,=,=,IC50,nM,27.0,IC50,nM,27.0
CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,CHEMBL273490,8.250031916490597,=,=,IC50,nM,5.623,Log IC50,,-8.25
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1CCc2ccccc21,CHEMBL21166,7.470056598341331,=,=,IC50,nM,33.88,Log IC50,,-7.47
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O,CHEMBL3349623,10.267606240177031,=,=,IC50,nM,0.054,IC50,nM,0.054
CN(C)CCn1c(=O)c2ccc(NCCNCCO)c3c(=O)c4ccccc4n(c1=O)c23,CHEMBL85039,7.522878745280337,=,=,IC50,nM,30.0,IC50,uM,0.03
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,CHEMBL317956,5.497572880015567,=,=,IC50,nM,3180.0,IC50,nM,3180.0
O=C(O)Cc1cccc(-c2cc(CCCSCCCSCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,CHEMBL2303872,2.3010299956639813,=,=,IC50,nM,5000000.0,IC50,mM,5.0
COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(F)cc3)c3ccccc3)CC2)cc1,CHEMBL64491,6.274905478918531,=,=,IC50,nM,531.0,IC50,nM,531.0
Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,CHEMBL1203089,9.494850021680094,=,=,IC50,nM,0.32,IC50,nM,0.32
COc1ccc(C(CC(N)=O)N2C(=O)c3ccccc3C2=O)cc1OC,CHEMBL89890,5.026872146400302,=,=,IC50,nM,9400.0,IC50,uM,9.4
OC[C@H]1OC(n2c(Br)nc3c(Cl)cc(Cl)cc32)[C@H](O)[C@@H]1O,CHEMBL608210,3.8239087409443187,=,=,IC50,nM,150000.0,IC50,uM,150.0
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC,CHEMBL6202,6.853871964321762,=,=,IC50,nM,140.0,IC50,uM,0.14
CCOC(=O)C1=C(c2ccccc2)Nc2cc(C)c(C(=O)OCC)cc2C1/C=C/c1ccccc1,CHEMBL340868,8.226945306635738,=,=,IC50,nM,5.93,IC50,nM,5.93
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL389051,7.698970004336019,=,=,IC50,nM,20.0,IC50,nM,20.0
CCCC[C@@H](C#N)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1,CHEMBL435245,7.251811972993799,=,=,IC50,nM,56.0,IC50,nM,56.0
O=C1c2c(O)cccc2C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,CHEMBL497001,5.301029995663981,>,>,IC50,nM,5000.0,IC50,uM,5.0
CC1(C)C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1,CHEMBL99558,5.522878745280337,=,=,IC50,nM,3000.0,IC50,uM,3.0
CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,CHEMBL25888,7.309803919971486,=,=,IC50,nM,49.0,I50,M,4.9E-8
Cc1c(C)c2ccc(OS(=O)(=O)c3ccc(C#N)cc3)cc2oc1=O,CHEMBL416175,5.0,>,>,IC50,nM,10000.0,IC50,nM,10000.0
CC(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CHEMBL264739,8.301029995663981,=,=,IC50,nM,5.0,IC50,nM,5.0
Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,CHEMBL11185,4.920818753952375,=,=,IC50,nM,12000.0,IC50,uM l-1,12.0
COC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,CHEMBL59939,4.88147074246826,=,=,IC50,nM,13138.0,IC50,nM,13138.0
O=C(Cc1c[nH]c2ccccc12)N[C@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@@H]12.O=C(N[C@@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@H]12)c1c[nH]c2ccccc12,CHEMBL143672,5.0,>,>,IC50,nM,10000.0,IC50,nM,10000.0
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2c[nH]c3ncnc-3c2)c1,CHEMBL166649,8.602059991327963,=,=,IC50,nM,2.5,IC50,nM,2.5
CSc1ccc(CC(C)N)cc1,CHEMBL6467,7.130768280269024,=,=,IC50,nM,74.0,IC50,nM,74.0
COc1c(N2C[C@@H]3[C@@H](CN)[C@@H]3C2)c(F)cc2c1N(c1ccc(F)cc1F)CC(C(=O)O)C2=O,CHEMBL315647,4.3979400086720375,=,=,IC50,nM,40000.0,IC50,uM,40.0
Nc1nc(O)c2ncn(O[C@H](CO)CCO)c2n1,CHEMBL160327,5.080921907623926,=,=,IC50,nM,8300.0,IC50,uM,8.3
COc1cc([S+](C)[O-])ccc1-c1nc2cccnc2[nH]1,CHEMBL286020,3.3010299956639813,=,=,IC50,nM,500000.0,IC50,uM,500.0
CCOC(=O)c1[nH]cc2nc3ccc(OC)cc3c-2c1COC,CHEMBL10483,9.301029995663981,=,=,IC50,nM,0.5,IC50,nM,0.5
CCCCOc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(N(C)Cc4ccc(OCCCC)cc4)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(O)cc(O)cc4[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1,CHEMBL412977,4.7447274948966935,=,=,IC50,nM,18000.0,IC50,uM,18.0
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCCC(=O)O,CHEMBL13773,4.920818753952375,=,=,IC50,nM,12000.0,IC50,uM,12.0
CN(C)Cc1ccc(CNCCN2CCN/C2=C\[N+](=O)[O-])o1,CHEMBL347729,5.698970004336019,>,>,IC50,nM,2000.0,IC50,nM,2000.0
CC1(C2CCC3C4CC=C5CC(O)CCC5(C)C4CCC32C)N=N1,CHEMBL140021,3.9030899869919438,>,>,IC50,nM,125000.0,IC50,uM,125.0
NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,CHEMBL88483,6.657577319177793,=,=,IC50,nM,220.0,IC50,uM,0.22
CCNCCCNCC1CCCC(N)CC1,CHEMBL44040,3.6345120151091,=,=,IC50,nM,232000.0,IC50,uM,232.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,7.769551078621726,=,=,IC50,nM,17.0,IC50,nM,17.0
N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3O)c(Cl)nc(NC3CCC3)c2=O)cc1,CHEMBL127389,6.468521082957745,=,=,IC50,nM,340.0,IC50,uM,0.34
[N-]=[N+]=NCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL171932,8.060480747381382,=,=,IC50,nM,8.7,IC50,nM,8.7
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CHEMBL316098,8.46470587995723,=,=,IC50,nM,3.43,IC50,nM,3.43
Cc1ccccc1-c1nn(-c2c(Cl)cc(Cl)cc2Cl)c(=N)s1,CHEMBL295045,5.3979400086720375,=,=,IC50,nM,4000.0,IC50,uM,4.0
C=C(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,CHEMBL3144510,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0
CCOc1c(/C(C)=C\C=C\C(C)=C\C(=O)O)cc(C(F)(F)C(F)(F)F)cc1C(C)C,CHEMBL133896,8.275724130399212,=,=,IC50,nM,5.3,IC50,nM,5.3
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC1CCCCC1C#N,CHEMBL138112,5.823908740944319,=,=,IC50,nM,1500.0,IC50,nM,1500.0
Nc1nc2c(Cl)cc(Cl)cc2[nH]1,CHEMBL353634,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
Fc1cccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)c1,CHEMBL62829,6.698970004336019,=,=,IC50,nM,200.0,IC50,nM,200.0
Nc1ncnc2c1nc(N)n2C1O[C@H](COP(=O)(O)O[C@H]2C(n3c(N)nc4c(N)ncnc43)O[C@H](COP(=O)(O)O[C@H]3C(n4c(N)nc5c(N)ncnc54)O[C@H](COP(=O)(O)O[C@H]4C(n5c(N)nc6c(N)ncnc65)O[C@H](COP(=O)(O)O)[C@H]4O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O,CHEMBL610855,6.301029995663981,=,=,IC50,nM,500.0,IC50,M,5E-7
CCc1c(CC(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1,CHEMBL123384,7.552841968657781,=,=,IC50,nM,28.0,IC50,uM,0.028
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C[C@H]2[C@H]3[C@@H](CCCCC(=N)N)C(=O)N2CCCCCc2ccccc2)c1,CHEMBL44891,5.075720713938118,=,=,IC50,nM,8400.0,IC50,uM,8.4
COc1cccc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEMBL26474,7.468521082957745,=,=,IC50,nM,34.0,IC50,uM,0.034
CC(C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1C[C@H]2SC[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)N2C1=O,CHEMBL415197,5.0,>=,>=,IC50,nM,10000.0,IC50,uM,10.0
CC(=O)O.CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC1=O,CHEMBL2372202,6.928117992693875,=,=,IC50,nM,118.0,IC50,nM,118.0
CCCCCCCCOc1ccc(C(=O)N[C@H]2CCCNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,CHEMBL2370277,5.0,>,>,IC50,nM,10000.0,IC50,uM,10.0
CC(C)C[C@H](NC(=O)C(=O)[C@@H](N)Cc1ccccc1)C(=O)O,CHEMBL71853,6.301029995663981,=,=,IC50,nM,500.0,IC50,uM,0.5
COc1ccc(C(=O)c2nccc3cc(OC)c(OC)cc23)cc1,CHEMBL94263,4.189095719331299,=,=,IC50,nM,64700.0,IC50,uM,64.7
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,CHEMBL322395,6.552841968657781,=,=,IC50,nM,280.0,IC50,nM,280.0
CC[C@@H](C)[C@@H](CN(CC(=O)N[C@@H](CCSC)C(=O)OC)Cc1cccc2ccccc12)NC(=O)Cc1cncn1Cc1ccc(C#N)cc1,CHEMBL1790331,6.200659450546418,=,=,IC50,nM,630.0,IC50,nM,630.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(N3CCCCC3)c21,CHEMBL68258,4.698970004336019,>,>,IC50,nM,20000.0,IC50,uM,20.0
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,CHEMBL331237,5.6020599913279625,=,=,IC50,nM,2500.0,IC50,uM,2.5
Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccccc2)CC1,CHEMBL1203032,10.602059991327963,=,=,IC50,nM,0.025,IC50,nM,0.025
C#C/C(C)=C/CO/N=C1\CN2CCC1C2,CHEMBL87622,5.685500772026848,=,=,IC50,nM,2063.0,IC50,nM,2063.0
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,CHEMBL29292,5.3979400086720375,=,=,IC50,nM,4000.0,IC50,uM,4.0
NCC(CC(=O)O)c1ccc(Cl)cc1,CHEMBL701,7.455931955649724,=,=,IC50,nM,35.0,IC50,uM,0.035
CCCCCCCC(=O)O,CHEMBL324846,1.2699999999759435,=,=,IC50,nM,53703179.64,Log 1/I50,,1.27
O=C(O)c1ccc(C(=O)O)nc1,CHEMBL88972,5.285670240254767,=,=,IC50,nM,5180.0,IC50,uM,5.18
CC(C)(Cc1ccc(I)cc1)NCC(O)c1ccc(O)c2nc(O)ccc12,CHEMBL41605,8.119186407719209,=,=,IC50,nM,7.6,IC50,nM,7.6
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,CHEMBL296407,5.0,=,=,IC50,nM,10000.0,IC50,uM,10.0
Cc1nc2ccc(NC(=O)N(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC2CC2)cc1F,CHEMBL305956,7.920818753952375,=,=,IC50,nM,12.0,IC50,nM,12.0
CNC(=O)c1cc2c(Oc3ccc(C(F)(F)CO)cc3)cncc2s1,CHEMBL324824,6.522878745280337,=,=,IC50,nM,300.0,IC50,nM,300.0
O=C(CCCCCCC(=O)Nc1ccccn1)Nc1ccccc1,CHEMBL137100,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
O=C(C[C@H]1S[C@H](CCc2ccccc2)N(CC(=O)NCCCN2CCOCC2)C1=O)NCc1cccc2ccccc12,CHEMBL296245,4.0,=,=,IC50,nM,100000.0,IC50,uM,100.0
OC[C@H]1OC(n2cnc3c(NCCc4ccccc4)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,CHEMBL605451,4.522878745280337,=,=,IC50,nM,30000.0,IC50,uM,30.0
CCN1CCCC(N2C(=O)c3cccc4cc5ccccc5c(c34)C2=O)C1,CHEMBL166062,5.926281649653878,=,=,IC50,nM,1185.0,IC50,nM,1185.0
Cc1cccc2[nH]c3c4c5ccccc5nc-4c[nH]c3c12,CHEMBL69006,5.164000143470236,=,=,IC50,nM,6854.88,Log 1/IC50(nM),,-3.836
CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1,CHEMBL354646,5.214670164989233,=,=,IC50,nM,6100.0,IC50,uM,6.1
CC(=O)Oc1cccc2c1C(OC(C)=O)c1c(cccc1OC(C)=O)C2,CHEMBL121770,6.301029995663981,=,=,IC50,nM,500.0,IC50,uM,0.5
COc1ccc(C2CC(=O)N(C3=CC(C)(C)Oc4ccc(C#N)cc43)C2)cc1OC1CCCC1,CHEMBL298529,5.698970004336019,=,=,IC50,nM,2000.0,IC50,uM,2.0
C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,CHEMBL3350913,5.0,>,>,IC50,nM,10000.0,IC50,nM,10000.0
CC(C)CCNC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)CCCCCCCCCCN,CHEMBL286570,6.376750709602099,=,=,IC50,nM,420.0,IC50,uM,0.42
O=C1C=C(Cc2ccccc2)c2ccccc2C1=O,CHEMBL292386,5.847711655616943,=,=,IC50,nM,1420.0,IC50,uM,1.42
N#CC(C(=O)O)C1C(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ccc(F)cc21,CHEMBL417680,6.552841968657781,=,=,IC50,nM,280.0,IC50,uM,0.28
COC1(c2ccc(F)cc2)C=CC2(CCCCCC2)OO1,CHEMBL306459,7.070581074285707,=,=,IC50,nM,85.0,IC50,nM,85.0
N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1,CHEMBL351706,8.853871964321762,=,=,IC50,nM,1.4,IC50,nM,1.4
