canonical_smiles,molecule_chembl_id,pIC50,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
C[C@@H](O)[C@H](NC(=O)[C@@H]1NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC1(C)C)C(N)=O,CHEMBL263342,4.876148359032914,=,=,IC50,nM,13300.0,IC50,nM,13300.0
CC(=O)NNC(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,CHEMBL130520,5.0,<,<,IC50,nM,10000.0,Log IC50,,-5.0
CCCCC#CCSc1ccccc1OC(C)=O,CHEMBL345018,4.769551078621726,=,=,IC50,nM,17000.0,IC50,uM,17.0
Fc1ccc(C(OCC2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,CHEMBL350100,6.950781977329818,=,=,IC50,nM,112.0,IC50,nM,112.0
CCCCCCCC(=O)OC1CC[C@H](/C=C/CCO)CC1OC(=O)CCCCCCC,CHEMBL58102,3.0,>,>,IC50,nM,1000000.0,IC50,uM,1000.0
CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,CHEMBL75094,7.318758762624412,=,=,IC50,nM,48.0,IC50,uM,0.048
Nc1ccc2c(c1)CN(S(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)[C@@H](C(=O)C(=O)O)C2,CHEMBL57746,8.154901959985743,=,=,IC50,nM,7.0,IC50,nM l-1,7.0
CC(=O)O.CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC1=O,CHEMBL2372203,7.089375595110798,=,=,IC50,nM,81.4,IC50,nM,81.4
N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2cccc(C(=O)O)c2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,CHEMBL163482,7.853871964321762,=,=,IC50,nM,14.0,IC50,nM,14.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,CHEMBL67057,7.0,=,=,IC50,nM,100.0,IC50,uM,0.1
O=C(O)CN(c1ccccc1)S(=O)(=O)c1cccc([N+](=O)[O-])c1,CHEMBL286389,5.886056647693163,=,=,IC50,nM,1300.0,IC50,uM,1.3
O=C1C(Nc2cccc(Cl)c2)=C(Cl)C(=O)c2ncncc21,CHEMBL114321,5.374687549038326,=,=,IC50,nM,4220.0,IC50,uM,4.22
CN(C)CCc1c[nH]c2ccc(Cn3cnnn3)cc12,CHEMBL53485,5.300000202445418,=,=,IC50,nM,5011.87,pIC50,,5.3
CCN(CC)CCNc1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccccc4c(=O)c1c23,CHEMBL83416,7.2839966563652006,=,=,IC50,nM,52.0,IC50,uM,0.052
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2cccc3cnccc23)c1,CHEMBL170159,9.221848749616356,=,=,IC50,nM,0.6,IC50,nM,0.6
CN(C)C1CC(c2ccc(Br)cc2)c2ccccc21,CHEMBL300069,7.267606240177032,=,=,IC50,nM,54.0,IC50,nM,54.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CHEMBL905,7.299988937677887,=,=,IC50,nM,50.12,pIC50,,7.3
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,CHEMBL292178,5.096910013008056,=,=,IC50,nM,8000.0,IC50,uM,8.0
CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL53982,8.400007822415901,=,=,IC50,nM,3.981,Log IC50,,-8.4
Cc1csc2nc([C@H](C)NC(=O)C=C(c3cccs3)c3cccs3)oc(=O)c12,CHEMBL138470,6.6020599913279625,=,=,IC50,nM,250.0,IC50,uM,0.25
C/C(=C\C#N)N[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,CHEMBL41287,5.910094888560602,=,=,IC50,nM,1230.0,IC50,uM,1.23
COc1ccc([C@H]2CC(=O)N([C@@H]3c4cc(C#N)ccc4OC(C)(C)[C@H]3O)C2)cc1OC1CCCC1,CHEMBL298251,5.0,>,>,IC50,nM,10000.0,IC50,uM,10.0
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCCc2ccnc3nc(C)ccc23)c1,CHEMBL352565,7.790484985457369,=,=,IC50,nM,16.2,IC50,nM,16.2
Brc1ccc(C(OCCC2CCN(CCCc3ccccc3)CC2)c2ccc(Br)cc2)cc1,CHEMBL350372,6.798602875679548,=,=,IC50,nM,159.0,IC50,nM,159.0
CN(C)CCNC(=O)c1ccc(NCCNCCO)c2cc3ccccc3nc12,CHEMBL146276,7.070581074285707,=,=,IC50,nM,85.0,IC50,uM,0.085
O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,CHEMBL267019,5.6020599913279625,=,=,IC50,nM,2500.0,IC50,uM,2.5
CCCC#CCSc1ccccc1OC(C)=O,CHEMBL144920,4.853871964321762,=,=,IC50,nM,14000.0,IC50,uM,14.0
CCOC(=O)c1cc(C2NCC(O)C2O)oc1C,CHEMBL306321,3.5228787452803374,=,=,IC50,nM,300000.0,IC50,uM,300.0
OC[C@H]1O[C@@H](n2c(Cl)nc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,CHEMBL513232,5.5376020021010435,=,=,IC50,nM,2900.0,IC50,uM,2.9
O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(Cc2c[nH]c3cccc(F)c23)CC1,CHEMBL275354,7.638272163982407,=,=,IC50,nM,23.0,IC50,nM,23.0
CSSc1ccc2c(c1)N(S(C)(=O)=O)CC2CCl,CHEMBL91973,4.301029995663981,>,>,IC50,nM,50000.0,IC50,uM,50.0
O=c1ccc(-c2c(-c3cccc(C(F)(F)F)c3)nc3ccccn23)nn1-c1c(Cl)cccc1Cl,CHEMBL332666,6.0,=,=,IC50,nM,1000.0,IC50,nM,1000.0
CCCCCN(CCCCC)C(=O)C(CCC(=O)N1CCN(C)CC1)NC(=O)c1ccc2ccccc2c1.Cl,CHEMBL539320,4.795880017344075,=,=,IC50,nM,16000.0,IC50,uM,16.0
O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,CHEMBL308133,2.8239087409443187,=,=,IC50,nM,1500000.0,IC50,uM,1500.0
Nc1nc(O)c2c(CNc3cc(Cl)cc(Cl)c3)c[nH]c2n1,CHEMBL61108,4.1791420105603,=,=,IC50,nM,66200.0,IC50,uM,66.2
COc1ccc([C@H](Cc2ccncc2)c2ccsc2)cc1OC1CCCC1,CHEMBL286998,8.522878745280337,=,=,IC50,nM,3.0,IC50,nM,3.0
COc1ccc(C2CC(=O)N(C3=CC(C)(C)Oc4ccc(C#N)cc43)C2)cc1OC1CCCC1,CHEMBL298529,4.920818753952375,=,=,IC50,nM,12000.0,IC50,uM,12.0
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(-c3ccccc3F)nc21,CHEMBL86598,5.0,>,>,IC50,nM,10000.0,IC50,uM,10.0
CC(c1ccccc1)N(O)C(=O)Cc1ccc(OCc2ccccc2)cc1,CHEMBL444315,6.522878745280337,=,=,IC50,nM,300.0,IC50,uM,0.3
CN1CCN(C2CC(c3ccc(Cl)c(Cl)c3)c3ccccc32)CC1,CHEMBL54177,5.769551078621726,=,=,IC50,nM,1700.0,IC50,nM,1700.0
CC(C)(C)N1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,CHEMBL345284,2.476999999691609,=,=,IC50,nM,3334264.13,Log IC50,,-2.477
CC(C)C[C@@]1(C2=C(O)[C@](Cc3ccccc3)(C[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCOC3)N=C2)N=CC([C@@H](Cc2ccccc2)C(N)=O)=C1O,CHEMBL304805,8.886056647693163,=,=,IC50,nM,1.3,IC50,nM,1.3
O=c1[nH]c2ccccc2cc1-c1cc2ccccc2[nH]1,CHEMBL221736,8.096910013008056,=,=,IC50,nM,8.0,IC50,nM,8.0
C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,CHEMBL441414,6.4089353929735005,=,=,IC50,nM,390.0,IC50,uM,0.39
COC(=O)c1cccc(CS(=O)(=O)N[C@H](CC2CCN(C(=N)N)CC2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1.O=C(O)C(F)(F)F,CHEMBL163338,6.838631997765025,=,=,IC50,nM,145.0,IC50,nM,145.0
COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,CHEMBL102518,4.281498311132726,=,=,IC50,nM,52300.0,IC50,uM,52.3
Fc1ccc(C(OCCN2CCN(Cc3cnc4ccccc4c3)CC2)c2ccc(F)cc2)cc1,CHEMBL164297,7.130768280269024,=,=,IC50,nM,74.0,IC50,nM,74.0
C[C@@H](O)[C@H](NC(=O)[C@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N1)C(=O)O,CHEMBL274298,4.732828271596986,=,=,IC50,nM,18500.0,IC50,nM,18500.0
Cc1ccc(NC(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1,CHEMBL318614,5.2839966563652006,=,=,IC50,nM,5200.0,IC50,uM,5.2
O=C1C(Nc2cccc(Br)c2)=C(Cl)C(=O)c2ncncc21,CHEMBL115117,5.434152181326482,=,=,IC50,nM,3680.0,IC50,uM,3.68
Fc1cccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)c1,CHEMBL62829,8.397940008672037,=,=,IC50,nM,4.0,IC50,nM,4.0
O=[N+]([O-])c1cc2c3ccccc3nc-2c[nH]1,CHEMBL53229,6.902985768821967,=,=,IC50,nM,125.03,Log 1/IC50(nM),,-2.097
O=C1NC(=O)C2(CCc3ccccc32)N1,CHEMBL289431,4.0,=,=,IC50,nM,100000.0,IC50,M,0.0001
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,CHEMBL308672,6.301029995663981,=,=,IC50,nM,500.0,IC50,uM,0.5
SC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1,CHEMBL52551,5.638272163982407,=,=,IC50,nM,2300.0,IC50,uM,2.3
COc1ccc(-c2nc(SCCCCCN(Cc3ccccn3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,CHEMBL300913,5.205511953340831,=,=,IC50,nM,6230.0,IC50,uM,6.23
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,CHEMBL131536,6.795880017344075,=,=,IC50,nM,160.0,IC50,uM,0.16
CCn1c(-c2cccc(C(F)(F)F)c2)nn(C)c1=O,CHEMBL92675,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
CCc1nc(N(C)C)c2ncn(Cc3ccc(C)cc3)c2n1,CHEMBL538916,5.638272163982407,=,=,IC50,nM,2300.0,IC50,uM,2.3
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,CHEMBL69629,5.688246138944246,=,=,IC50,nM,2050.0,IC50,uM,2.05
COc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,CHEMBL117359,4.6777807052660805,=,=,IC50,nM,21000.0,IC50,uM,21.0
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,CHEMBL35670,10.346787486224656,=,=,IC50,nM,0.045,IC50,nM,0.045
COCCOCc1nn(C)c2c1N=C(c1ccc(-n3c(C)nc4cnccc43)cc1)CC(=O)N2C,CHEMBL118247,8.207608310501746,=,=,IC50,nM,6.2,IC50,nM,6.2
COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccc(Cl)cc3)ccc2o1,CHEMBL325614,6.698970004336019,=,=,IC50,nM,200.0,IC50,uM,0.2
CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,CHEMBL419110,7.366531544420414,=,=,IC50,nM,43.0,IC50,nM,43.0
NC(=O)c1cc2c(Oc3ccccc3CC(O)CO)cncc2s1,CHEMBL119901,6.0,>,>,IC50,nM,1000.0,IC50,nM,1000.0
COc1ccc2c(c1)CCC=C2CCCN1CCN(c2cc(OC)ccc2OC)CC1,CHEMBL267222,6.696803942579511,=,=,IC50,nM,201.0,IC50,nM,201.0
CN(C)S(=O)(=O)c1ccc2oc(NC(Cc3ccc(F)cc3)c3ccccn3)nc2c1,CHEMBL171128,7.301029995663981,=,=,IC50,nM,50.0,IC50,uM,0.05
CCNCCCCNCCCCNCCCCNCC,CHEMBL77101,6.698970004336019,=,=,IC50,nM,200.0,IC50,uM,0.2
Cc1cc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Br)s4)nc3c2)ccc1N1CCOCC1=O,CHEMBL420338,5.0,>,>,IC50,nM,10000.0,IC50,uM,10.0
CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13.Cl,CHEMBL542566,6.638272163982407,=,=,IC50,nM,230.0,IC50,M,2.3E-7
OC1CCCc2nc3ccccc3c(NCc3ccc(C(F)(F)F)cc3)c21,CHEMBL299147,5.619788758288394,=,=,IC50,nM,2400.0,IC50,uM,2.4
c1ccc(C(OCCN2CCN(CCCc3cccnc3)CC2)c2ccccc2)cc1,CHEMBL159649,5.431798275933005,=,=,IC50,nM,3700.0,IC50,nM,3700.0
CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,CHEMBL44194,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
COc1ccc(S(=O)(=O)N2Cc3ncn(C)c3C[C@@H]2C(=O)NO)cc1,CHEMBL57725,8.522878745280337,=,=,IC50,nM,3.0,IC50,nM l-1,3.0
CCN(C(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O,CHEMBL86971,7.962573502059376,=,=,IC50,nM,10.9,IC50,nM,10.9
Cc1ccc(NC(=O)/C(C#N)=C(\O)C2CC2)cc1,CHEMBL141040,6.6307841425898575,=,=,IC50,nM,234.0,IC50,nM,234.0
CN1CCN(c2nc3ccccc3n3ccnc23)CC1,CHEMBL136525,8.42021640338319,=,=,IC50,nM,3.8,IC50,nM,3.8
CCCCc1ncc(/C=C2/C(=O)N(CCCO)C(=O)N2Cc2csc(C)n2)n1Cc1ccc(C(=O)OC)cc1,CHEMBL340882,7.319664486585437,=,=,IC50,nM,47.9,IC50,nM,47.9
CO[C@@H]1CC2C[C@@H](OC(c3ccccc3)c3ccc(Cl)cc3)CC1N2C,CHEMBL168814,7.494850021680094,=,=,IC50,nM,32.0,IC50,nM,32.0
COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)nn1.Cl,CHEMBL541110,7.045757490560675,=,=,IC50,nM,90.0,IC50,nM,90.0
NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(cc(O)c(CNC2C4CC5CC(C4)CC2C5)c1O)[C@H](C(=O)NC1C2CC4CC(C2)CC1C4)NC3=O,CHEMBL437476,3.6020599913279625,>,>,IC50,nM,250000.0,IC50,uM,250.0
CCN(CCCl)c1ccc(SCCNC(=O)c2ccc(NCCSc3ccc(N(CC)CCCl)cc3)c3cc4ccccc4nc23)cc1,CHEMBL314685,5.026872146400302,=,=,IC50,nM,9400.0,IC50,uM,9.4
c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)nc1,CHEMBL420723,5.236572006437063,=,=,IC50,nM,5800.0,IC50,uM,5.8
CSc1ccc(CSc2nc(-c3ccc(Br)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL141552,5.619788758288394,=,=,IC50,nM,2400.0,IC50,uM,2.4
N#C/C(C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1)=C(/O)C1CC1,CHEMBL141237,6.079876673709276,=,=,IC50,nM,832.0,IC50,nM,832.0
N/C(=N\O)N/N=C\OS(=O)(=O)O,CHEMBL12571,4.779999975777493,=,=,IC50,nM,16595.87,pI50,,4.78
O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](CC#Cc2ccc(F)cc2F)NCP(=O)(O)O)CCc2ccccc21,CHEMBL446393,7.086186147616283,=,=,IC50,nM,82.0,IC50,nM,82.0
COc1ccc(-c2cc(Nc3ccc(F)cc3F)nnc2-c2ccc(OC)cc2)cc1,CHEMBL310709,5.716698771296451,=,=,IC50,nM,1920.0,IC50,uM,1.92
CCCCCCCCCCCCC(N)(CO)CO,CHEMBL138231,6.568636235841013,=,=,IC50,nM,270.0,IC50,nM,270.0
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(=O)NO)cc1,CHEMBL331095,7.823908740944319,=,=,IC50,nM,15.0,pIC50,,7.824
CCNCCCCNCCCNCCCCNCC,CHEMBL83336,6.0,=,=,IC50,nM,1000.0,IC50,uM,1.0
c1ccc(CCCN2CCC(COC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL9329,7.838631997765025,=,=,IC50,nM,14.5,IC50,nM,14.5
CCN(Cc1cnc2nc(N)nc(N)c2c1)c1cc(OC)c(OC)c(OC)c1,CHEMBL356490,7.309803919971486,=,=,IC50,nM,49.0,IC50,uM,0.049
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)C1=CC[C@@H]2[C@@H]1CN1,CHEMBL2112782,6.013228265733755,=,=,IC50,nM,970.0,IC50,uM,0.97
Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S(=O)(=O)[O-])n3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+].[Na+],CHEMBL134193,5.017728766960431,=,=,IC50,nM,9600.0,IC50,uM,9.6
NC(C(=O)O)c1cc(O)no1,CHEMBL284895,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
N=C(N)CCCC[C@H]1C(=O)N(CCCCCc2ccccc2)[C@H]2Cc3ccccc3[C@H]12,CHEMBL46923,5.013228265733755,=,=,IC50,nM,9700.0,IC50,uM,9.7
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)NC(=O)CCc1ccc(O)cc1)C(C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,CHEMBL2371369,4.886056647693163,=,=,IC50,nM,13000.0,IC50,uM,13.0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1-c1ccoc1,CHEMBL1791148,5.823908740944319,=,=,IC50,nM,1500.0,IC50,uM,1.5
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)C[C@H]3O)c3ncnc1c23,CHEMBL1790617,5.221848749616356,=,=,IC50,nM,6000.0,IC50,uM,6.0
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1)Oc1c(F)cccc1-3,CHEMBL413309,6.6020599913279625,=,=,IC50,nM,250.0,IC50,nM,250.0
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],CHEMBL74,1.7958800173440752,>,>,IC50,nM,16000000.0,I50,mM,16.0
O=C([O-])C1=CS[C@@H]2/C(=C\c3cn4c5c(sc4n3)CCC5)C(=O)N12.[Na+],CHEMBL122450,8.698970004336019,=,=,IC50,nM,2.0,IC50,nM,2.0
CC(C)Oc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1,CHEMBL323236,5.0,=,=,IC50,nM,10000.0,IC50,uM,10.0
CCCOc1c(OCCCO)cc([C@@H]2CC[C@@H](c3cc(OC)c(OC)c(OC)c3)O2)cc1S(=O)(=O)CC(C)=O,CHEMBL118105,7.494850021680094,=,=,IC50,nM,32.0,IC50,nM,32.0
C=C(C(=O)N[C@H](C)C(=O)O)N(C)C(=O)CC[C@@H](NC(=O)[C@@H](C)[C@@H](N)/C=C/C(C)=C/[C@H](C)[C@H](Cc1ccccc1)OC)C(=O)O,CHEMBL317068,4.346787486224656,=,=,IC50,nM,45000.0,IC50,uM,45.0
OC1CCCc2nc3ccccc3c(NCc3ccc(F)cc3)c21,CHEMBL298674,4.920818753952375,=,=,IC50,nM,12000.0,IC50,uM,12.0
CCOC(=O)N1CCC(Nc2ccccn2)CC1,CHEMBL112247,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(C)cc3)CC2)cc1,CHEMBL77176,6.653647025549361,=,=,IC50,nM,222.0,IC50,nM,222.0
CC1(C)O[C@@H]2O[C@H]3C(CO)=NO[C@H]3[C@@H]2O1,CHEMBL93319,3.2596373105057563,=,=,IC50,nM,550000.0,IC50,uM,550.0
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCC(c2c[nH]c3ccccc23)CC1,CHEMBL281808,8.468521082957745,=,=,IC50,nM,3.4,IC50,nM,3.4
O=c1oc(Nc2cc(Cl)ccc2Cl)nc2ccccc12,CHEMBL274816,4.0,>,>,IC50,nM,100000.0,IC50,uM,100.0
CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,CHEMBL330516,4.468521082957745,=,=,IC50,nM,34000.0,IC50,uM,34.0
CCCCc1ncc(/C=C2/C(=O)N(CCCC)C(=O)N2CCCC(F)(F)F)n1Cc1ccc(C(=O)OC)cc1,CHEMBL341151,8.193820026016112,=,=,IC50,nM,6.4,IC50,nM,6.4
CC1CCCC(C)N1CCCCCN1C(=O)C(c2ccc(C(=N)NO)cc2)Oc2ccccc21,CHEMBL130967,4.180456064458132,=,=,IC50,nM,66000.0,IC50,uM,66.0
CC(C)C[C@H](NC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H]1S(=O)(=O)C(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,CHEMBL31121,9.229147988357855,=,=,IC50,nM,0.59,IC50,nM,0.59
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,5.1073489661227,=,=,IC50,nM,7810.0,IC50,uM,7.81
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CCN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,CHEMBL102165,7.853871964321762,=,=,IC50,nM,14.0,IC50,nM,14.0
CC(C)c1ccc2nc3ccc(C(=O)NCCCCOc4cccnc4)cn3c(=O)c2c1.Cl.Cl,CHEMBL1202758,7.301029995663981,=,=,IC50,nM,50.0,IC50,uM,0.05
Fc1ccc(CC(Nc2nc3cc(Cl)ccc3o2)c2ccccn2)cc1,CHEMBL367543,6.494850021680094,=,=,IC50,nM,320.0,IC50,uM,0.32
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2nc(C3CCCC3)n(C)c12,CHEMBL329023,5.356547323513812,=,=,IC50,nM,4400.0,IC50,nM,4400.0
N=C(N)N1CCC(C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)CC1.O=C(O)C(F)(F)F,CHEMBL162399,5.6020599913279625,>,>,IC50,nM,2500.0,IC50,nM,2500.0
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CHEMBL58,5.096910013008056,=,=,IC50,nM,8000.0,IC50,uM,8.0
N#CCN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL34918,6.1938200260161125,=,=,IC50,nM,640.0,IC50,M,6.4E-7
O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,CHEMBL440498,6.7544873321858505,=,=,IC50,nM,176.0,IC50,nM,176.0
O=C(/C=C/c1ccc(O)c(O)c1)NCCc1ccccc1,CHEMBL67498,6.070581074285707,=,=,IC50,nM,850.0,IC50,uM,0.85
CCCCCCCCCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)Oc3ccc(cc3)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,CHEMBL411975,4.6777807052660805,=,=,IC50,nM,21000.0,IC50,uM,21.0
CCCN(CCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,CHEMBL269131,6.431798275933005,=,=,IC50,nM,370.0,IC50,uM,0.37
O=C(O)c1nc2c(O)nc3cc(C(F)(F)F)c(-n4cccc4)cc3n2n1,CHEMBL328272,4.896196279044043,=,=,IC50,nM,12700.0,IC50,uM,12.7
O=C(CN(CCCc1ccccc1)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO,CHEMBL321087,5.698970004336019,=,=,IC50,nM,2000.0,IC50,uM,2.0
c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)nc1,CHEMBL420723,6.795880017344075,=,=,IC50,nM,160.0,IC50,uM,0.16
CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL420869,7.096910013008056,=,=,IC50,nM,80.0,IC50,uM,0.08
COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,CHEMBL420609,4.301029995663981,>,>,IC50,nM,50000.0,IC50,uM,50.0
C=CC[C@H]1CCC(CC)(CC(=O)O)c2[nH]c3ccccc3c21,CHEMBL67817,7.301029995663981,=,=,IC50,nM,50.0,IC50,M,5E-8
O=C(O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,CHEMBL39887,5.886056647693163,=,=,IC50,nM,1300.0,IC50,nM,1300.0
